Company Name,NIFTY closing ,Date ,Market Capitalisation,EPS ,P/E ,P/B ,NIFTY closing ,Date ,Market Capitalisation,EPS ,P/E ,P/B ,NIFTY closing ,Date ,Market Capitalisation,EPS ,P/E ,P/B ,NIFTY closing ,Date ,Market Capitalisation,EPS ,P/E ,P/B ,NIFTY closing ,Date ,Market Capitalisation,EPS ,P/E ,P/B ,NIFTY closing ,Date ,Market Capitalisation,EPS ,P/E ,P/B ,NIFTY closing ,Date ,Market Capitalisation,EPS ,P/E ,P/B ,NIFTY closing ,Date ,Market Capitalisation,EPS ,P/E ,P/B ,NIFTY closing ,Date ,Market Capitalisation,EPS ,P/E ,P/B ,NIFTY closing ,Date ,Market Capitalisation,EPS ,P/E ,P/B ,NIFTY closing ,Date ,Market Capitalisation,EPS ,P/E ,P/B 
Jubilant Pharmova Ltd.,5682.55,28-03-2013,27316.72,-2.61,,1.44,6704.2,31-03-2014,25317.74,0.63,250.67,1.46,8491,31-03-2015,24354.09,11.49,13.31,1.25,7738.4,31-03-2016,66396.34,4.3,96.87,3.3,9173.75,31-03-2017,127393.05,5.15,155.19,6.24,10113.7,28-03-2018,133708.55,12.92,64.98,6.02,11623.9,29-03-2019,105890.1,14.31,46.46,4.52,8597.75,31-03-2020,39692.86,20.51,12.15,1.52,14690.7,31-03-2021,108486.38,13.21,51.58,8.46,17464.75,31-03-2022,61824.97,5,77.68,2.53,17359.75,31-03-2023,44415.55,3.23,86.34,1.84
Jullundur Motor Agency (Delhi) Ltd.,,,,,,,,,,,,,8491,31-03-2015,1069.87,24.36,7.36,1,7738.4,31-03-2016,1093.43,21.06,8.71,0.94,9173.75,31-03-2017,1183.78,21.92,9.06,0.93,10113.7,28-03-2018,1280.69,19.74,10.88,0.96,11623.9,29-03-2019,987.57,23.11,7.17,0.69,8597.75,31-03-2020,550.14,4.26,4.33,0.35,14690.7,31-03-2021,732.06,8.74,3.67,0.51,17464.75,31-03-2022,1488.09,9.11,7.15,0.93,17359.75,31-03-2023,1373.89,9.97,6.03,0.77
Jumbo Bag Ltd.,5682.55,28-03-2013,54.01,-0.31,,0.28,6695.9,28-03-2014,33.08,-2.27,,0.19,8835.6,23-01-2015,36.43,-11.79,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jupiter Bioscience Ltd.,5951.3,11-01-2013,259.1,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jupiter Wagons Ltd.,5682.55,28-03-2013,1623.56,10.68,2.77,0.53,6704.2,31-03-2014,585.14,-13.02,,0.28,8491,31-03-2015,1019.19,-7.25,,0.98,7738.4,31-03-2016,939.52,-9.36,,,9173.75,31-03-2017,730.74,-6.5,,,10113.7,28-03-2018,804.91,-6.74,,,11623.9,29-03-2019,1785.18,-3.32,,,8597.75,31-03-2020,711.39,-1.33,,1.28,14690.7,31-03-2021,1369.08,5.91,2.59,0.41,17464.75,31-03-2022,3905.92,5.39,8.1,1.01,17359.75,31-03-2023,35722.65,3.22,28.67,4.42
Just Dial Ltd.,,,,,,,6704.2,31-03-2014,108691.26,17.18,90.21,20.34,8491,31-03-2015,93314.77,19.75,67.03,13.86,7738.4,31-03-2016,53244.58,20.04,38.24,7.2,9173.75,31-03-2017,36685.01,16.96,31.11,4.05,10113.7,28-03-2018,29855.36,18.72,23.67,3.23,11623.9,29-03-2019,39077.68,27.93,21.61,3.49,8597.75,31-03-2020,19045.99,41.58,7.06,1.48,14690.7,31-03-2021,53392.37,32.63,26.45,4.22,17464.75,31-03-2022,59473.82,7.74,91.87,1.71,17359.75,31-03-2023,50187.62,19.3,30.84,1.37
Jyothy Labs Ltd.,5682.55,28-03-2013,26769.82,3.77,43.99,3.79,6704.2,31-03-2014,37517.12,5.81,35.67,4.26,8491,31-03-2015,48387.58,7.79,34.33,5.03,7738.4,31-03-2016,52778.27,4.14,70.42,11.18,9173.75,31-03-2017,64070.77,11.59,30.42,9.8,10113.7,28-03-2018,71963.19,12.01,32.96,9.55,11623.9,29-03-2019,67199.18,4.52,40.44,8.49,8597.75,31-03-2020,33856.64,4.41,20.93,4.56,14690.7,31-03-2021,50234.14,5.7,24.02,5.38,17464.75,31-03-2022,54144.91,3.73,39.52,7.39,17359.75,31-03-2023,69953.25,5.58,34.13,7.94
Jyoti Structures Ltd.,5682.55,28-03-2013,2237.48,8.04,3.38,0.32,6704.2,31-03-2014,2628.65,4.1,7.79,0.35,8491,31-03-2015,2809.39,-24.56,,0.47,7738.4,31-03-2016,1193.85,-45.75,,1.14,9173.75,31-03-2017,887.17,-120.85,,,10113.7,28-03-2018,865.27,-386.41,,,11623.9,29-03-2019,208.1,-83.12,,,8597.75,31-03-2020,142.39,-208.1,,,14690.7,31-03-2021,536.69,-160.96,,,17464.75,31-03-2022,14118.24,-0.67,,9.25,17359.75,31-03-2023,3331.27,-0.06,,11.69
K A Wires Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,9045.2,27-03-2017,104.01,3.2,21.23,1.52,,,,,,,10685.6,27-11-2018,99.42,1.5,43.23,1.29,,,,,,,,,,,,,,,,,,,,,,,,
K B C Global Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11623.9,29-03-2019,2376.97,10.26,18.83,2.56,8597.75,31-03-2020,1589.77,8.1,15.96,1.54,14690.7,31-03-2021,7447.65,3.29,36.76,6.05,17464.75,31-03-2022,5811.75,0.28,33.93,4.16,17359.75,31-03-2023,1531.06,-0.18,,1.06
K C K Industries Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17359.75,31-03-2023,90.75,2.38,6.93,0.81
K C P Ltd.,5682.55,28-03-2013,3680.7,1.91,14.93,1.03,6704.2,31-03-2014,4312.41,-0.12,,1.21,8491,31-03-2015,7619.24,1.14,52.01,2.12,7738.4,31-03-2016,10674.67,3.37,24.58,2.76,9173.75,31-03-2017,13369.12,2.19,47.26,3.26,10113.7,28-03-2018,16785.54,6.07,21.46,3.46,11623.9,29-03-2019,11306.39,2.16,40.51,2.35,8597.75,31-03-2020,5517.83,-1.25,,1.18,14690.7,31-03-2021,10797.15,11.58,7.23,1.74,17464.75,31-03-2022,14935.52,9.75,11.89,2.06,17359.75,31-03-2023,13343.34,-2.21,,1.95
K C P Sugar & Inds. Corpn. Ltd.,5682.55,28-03-2013,2046.6,4.15,4.35,0.88,6704.2,31-03-2014,2040.93,2.4,7.5,0.87,8491,31-03-2015,2086.28,-1.47,,0.97,7738.4,31-03-2016,3174.78,0.61,45.81,1.45,9173.75,31-03-2017,4314.3,4.83,7.87,1.67,10113.7,28-03-2018,2874.31,5.45,4.65,0.92,11623.9,29-03-2019,1859.51,-5.46,,0.76,8597.75,31-03-2020,1485.34,-1.19,,0.59,14690.7,31-03-2021,1666.76,1.55,9.48,0.62,17464.75,31-03-2022,2840.3,-0.22,,1.06,17359.75,31-03-2023,2670.22,2.89,8.14,0.85
K D D L Ltd.,,,,,,,,,,,,,,,,,,,7738.4,31-03-2016,1987.73,5.49,35.88,2.32,9173.75,31-03-2017,2091.5,6.78,28.46,1.84,10113.7,28-03-2018,4237.64,10.74,36.03,3.34,11623.9,29-03-2019,5121.11,11.7,37.63,3.12,8597.75,31-03-2020,1366.56,7.3,16.08,0.81,14690.7,31-03-2021,3344.12,2.8,93.67,1.92,17464.75,31-03-2022,12305.28,16.19,59.68,5.7,17359.75,31-03-2023,12856.81,55.2,18.58,4.99
K D L Biotech Ltd.,5682.55,28-03-2013,45.67,-7.49,,,6241.1,05-12-2013,50.47,-6.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K E C International Ltd.,5682.55,28-03-2013,15181.07,2.74,21.52,1.48,6704.2,31-03-2014,17366.32,3.36,20.09,1.68,8491,31-03-2015,20579.92,-0.65,,1.85,7738.4,31-03-2016,31441.91,7.63,16.03,2.27,9173.75,31-03-2017,53628.63,10.31,20.24,3.24,10113.7,28-03-2018,100200.19,14.24,27.36,5.26,11623.9,29-03-2019,77062.24,18.11,16.55,3.41,8597.75,31-03-2020,47689.89,22.27,8.33,1.68,14690.7,31-03-2021,105624.76,25,16.43,3,17464.75,31-03-2022,97423.64,19.73,19.21,2.53,17359.75,31-03-2023,117322.28,8.73,52.26,2.96
K H F M Hospitality & Facility Mgmt. Services Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8597.75,31-03-2020,338.5,4.38,7.96,0.96,14507.3,26-03-2021,372.93,-9.5,,1.52,17464.75,31-03-2022,473.05,-19.37,,2.53,17359.75,31-03-2023,576.19,1.43,20.08,1.26
K I O C L Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,9173.75,31-03-2017,9200.45,0.73,19.84,0.44,10113.7,28-03-2018,139910.29,1.1,199.64,6.64,11623.9,29-03-2019,88375.62,1.11,127.75,4.54,8597.75,31-03-2020,36817.99,0.63,94.07,1.92,14690.7,31-03-2021,87151.51,4.71,30.42,4.39,17464.75,31-03-2022,126837.65,4.92,42.39,5.92,17359.75,31-03-2023,102436.45,-1.68,,5.12
K K V Agro Powers Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,9086.3,23-03-2017,118.64,16.81,19.45,0.96,10458.35,01-03-2018,206.8,56.78,10.04,1.46,11168.05,11-03-2019,145.12,32.64,9.81,0.94,11913.45,11-11-2019,145.12,60.86,5.26,0.8,14929.5,15-03-2021,168.27,16.76,22.14,0.91,16345.35,09-03-2022,511.6,20.29,44.49,2.66,18015.85,15-02-2023,533.43,19.4,48.49,2.66
K L G Systel Ltd.,5682.55,28-03-2013,137.2,-88.04,,,6363.9,09-12-2013,52.08,-79.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K M Sugar Mills Ltd.,5682.55,28-03-2013,138,-0.1,,,6704.2,31-03-2014,110.4,1.73,0.69,0.58,8491,31-03-2015,193.2,0.33,6.27,1.11,7738.4,31-03-2016,644,1.25,5.59,2.25,9173.75,31-03-2017,2465.6,3.8,7.06,3.76,10113.7,28-03-2018,869.4,2.08,4.54,1.07,11623.9,29-03-2019,837.2,-1.17,,0.83,8597.75,31-03-2020,579.6,1.87,3.38,0.31,14690.7,31-03-2021,1071.8,2.78,4.19,0.5,17464.75,31-03-2022,2691,4.09,7.16,1.07,17359.75,31-03-2023,2387.4,2.2,11.77,0.87
K N Agri Resources Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17359.75,31-03-2023,2683.63,11.75,9.14,0.94
K N R Constructions Ltd.,5682.55,28-03-2013,2474.86,12.7,6.93,0.56,6704.2,31-03-2014,2390.49,21.06,4.04,0.47,8491,31-03-2015,11946.85,29.83,14.24,2.1,7738.4,31-03-2016,14326.09,34.5,14.76,1.94,9173.75,31-03-2017,27103.98,11.41,16.89,3.03,10113.7,28-03-2018,39935.31,16.89,16.82,3.67,11623.9,29-03-2019,36750.33,16.21,16.12,2.78,8597.75,31-03-2020,27631.3,15.71,12.5,1.7,14690.7,31-03-2021,60015.46,8.88,24.02,3.21,17464.75,31-03-2022,79912.81,13.61,20.88,3.56,17359.75,31-03-2023,71349.22,13.95,18.19,2.61
K P I Green Energy Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17464.75,31-03-2022,10045.25,24.76,22.46,6.47,17359.75,31-03-2023,15089.56,21.82,19.14,6.61
K P I T Technologies Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8597.75,31-03-2020,9663.57,6.48,5.44,1.03,14690.7,31-03-2021,48674.23,3.29,53.88,4.62,17464.75,31-03-2022,164774.14,8.26,72.78,13.47,17359.75,31-03-2023,253610.44,10.2,90.74,18.28
K P R Mill Ltd.,5682.55,28-03-2013,3919.02,20.83,4.99,0.61,6704.2,31-03-2014,4587.89,34.96,3.48,0.6,8491,31-03-2015,17901.26,38.55,12.32,2.07,7738.4,31-03-2016,31357.82,41.86,19.88,3.2,9173.75,31-03-2017,48767.52,32.04,20.6,4.36,10113.7,28-03-2018,46742.78,32.27,19.6,3.63,11623.9,29-03-2019,41798.64,39.43,14.61,2.88,8597.75,31-03-2020,23268.1,41.13,8.22,1.55,14690.7,31-03-2021,73382.42,63.1,16.9,3.85,17464.75,31-03-2022,214188.33,21.63,28.78,8.14,17359.75,31-03-2023,197602.67,17.74,32.59,6.65
K R B L Ltd.,5682.55,28-03-2013,5261.57,7.71,2.82,0.66,6704.2,31-03-2014,11722.42,11.29,4.41,1.15,8491,31-03-2015,39180.65,11.93,13.95,3.11,7738.4,31-03-2016,52609.64,13.91,16.07,3.6,9173.75,31-03-2017,97286.64,17.04,24.25,5.2,10113.7,28-03-2018,102665.3,20.2,21.59,4.59,11623.9,29-03-2019,79196.93,19.65,17.12,3.06,8597.75,31-03-2020,31730.56,23.74,5.68,1.02,14690.7,31-03-2021,42252.49,23.74,7.56,1.15,17464.75,31-03-2022,47454.6,19.32,10.43,1.17,17359.75,31-03-2023,81397.82,29.77,11.62,1.74
K S B Ltd.,5682.55,28-03-2013,7100.8,15.76,12.95,1.67,6704.2,31-03-2014,11340.4,17.24,18.9,2.37,8491,31-03-2015,26032.79,15.84,47.23,5.08,7738.4,31-03-2016,22049.03,21.5,29.46,3.87,9173.75,31-03-2017,25286.16,16.43,44.22,4.02,10113.7,28-03-2018,27764.48,16.58,48.11,4.19,11623.9,29-03-2019,23921.69,19.42,35.4,3.35,8597.75,31-03-2020,14795.07,23.55,18.05,1.86,14690.7,31-03-2021,31196.53,40.65,22.05,3.51,17464.75,31-03-2022,45927.21,41.09,32.11,4.58,17359.75,31-03-2023,72915.47,51.13,40.97,6.44
K S E Ltd.,5682.55,28-03-2013,656,-9.31,,1.78,6704.2,31-03-2014,688,47.59,4.52,1.42,8952.35,29-01-2015,2232.48,84.19,8.29,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K S S Ltd.,5682.55,28-03-2013,1559.54,-0.56,,0.55,6704.2,31-03-2014,2495.26,-0.9,,0.93,8491,31-03-2015,854.35,-0.01,,0.31,7738.4,31-03-2016,427.18,-0.01,,0.16,9173.75,31-03-2017,427.18,-0.01,,0.17,10113.7,28-03-2018,320.38,-0.02,,0.21,11623.9,29-03-2019,213.59,-0.19,,0.14,8597.75,31-03-2020,213.59,-0.01,,0.21,14845.1,30-03-2021,320.38,-0.01,,0.32,15811.85,14-06-2021,320.38,-0.01,,0.32,,,,,,
Kabra Extrusion Technik Ltd.,5682.55,28-03-2013,869.34,2.48,11,0.75,6704.2,31-03-2014,1003.33,4.45,7.06,0.78,8491,31-03-2015,2300.16,6.8,10.6,1.61,7738.4,31-03-2016,2679.79,6.97,12.04,1.71,9173.75,31-03-2017,3541.16,6.51,17.06,1.56,10113.7,28-03-2018,3785.21,6.54,18.15,1.65,11623.9,29-03-2019,2734.03,7.81,10.97,1.16,8597.75,31-03-2020,1351.06,2.35,18.04,0.58,14690.7,31-03-2021,5651.5,7.52,23.57,2.03,17464.75,31-03-2022,16891.58,9.57,55.02,5.13,17359.75,31-03-2023,16266.49,11.29,42.89,4.23
Kajaria Ceramics Ltd.,5682.55,28-03-2013,13899.94,13.62,13.87,3.91,6704.2,31-03-2014,26397.57,15.93,21.92,5.36,8491,31-03-2015,64147.38,22.01,36.67,8.88,7738.4,31-03-2016,76119.38,30.24,31.68,7.96,9173.75,31-03-2017,92740.32,17.25,33.84,7.86,10113.7,28-03-2018,91006.99,16.64,34.4,6.66,11623.9,29-03-2019,93756.83,15.06,39.16,6.22,8597.75,31-03-2020,59744.06,17.68,21.26,3.45,14690.7,31-03-2021,147452.18,19.46,47.64,7.88,17464.75,31-03-2022,162276.69,22.44,45.43,7.69,17359.75,31-03-2023,167878.88,21.69,48.6,7.24
Kakatiya Cement Sugar & Inds. Ltd.,5682.55,28-03-2013,570.21,17.94,4.09,0.36,6704.2,31-03-2014,587.7,11.37,6.65,0.34,8491,31-03-2015,921.2,18.15,6.53,0.51,7738.4,31-03-2016,1561.38,28.53,7.04,0.77,9173.75,31-03-2017,2419.22,44.69,6.96,1.05,10113.7,28-03-2018,1967.17,34.14,7.41,0.82,11623.9,29-03-2019,1357.32,-1.18,,0.63,8597.75,31-03-2020,848.52,-2.6,,0.39,14690.7,31-03-2021,1314.56,6.48,26.08,0.6,17464.75,31-03-2022,1725.02,25.59,8.67,0.73,17359.75,31-03-2023,1479.37,-5.74,,0.65
Kalindee Rail Nirman (Engineers) Ltd. [Merged],5682.55,28-03-2013,575.85,7.27,6.39,0.38,6704.2,31-03-2014,971.47,-4.16,,0.56,8491,31-03-2015,2048.59,-7.75,,1.26,7738.4,31-03-2016,1693.68,-32.74,,1.56,8769.05,08-02-2017,1695.33,-30.02,,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalpataru Projects Intl. Ltd.,5682.55,28-03-2013,12583.77,9.04,9.07,0.69,6704.2,31-03-2014,14640.14,9.52,10.02,0.75,8491,31-03-2015,33676.92,10.65,20.62,1.63,7738.4,31-03-2016,31474.76,13.55,15.14,1.42,9173.75,31-03-2017,49521.73,17.79,18.14,2,10113.7,28-03-2018,74313.28,20.24,23.92,2.76,11623.9,29-03-2019,72241.56,24.09,19.54,2.41,8597.75,31-03-2020,28258.78,26.91,6.79,0.8,14690.7,31-03-2021,56138.77,29.6,12.74,1.45,17464.75,31-03-2022,54612.45,32.27,11.37,1.11,17359.75,31-03-2023,86786.86,29.59,18.06,1.63
Kalyan Jewellers India Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14690.7,31-03-2021,70146.61,1.02,66.45,2.32,17464.75,31-03-2022,60515.62,1.83,32.11,1.85,17359.75,31-03-2023,108516.09,4.1,25.7,2.96
Kalyani Commercials Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16605.95,02-03-2022,119.3,23.5,5.08,1,,,,,,
Kalyani Forge Ltd.,5641.6,26-03-2013,456.21,29.3,4.28,0.45,6704.2,31-03-2014,602.45,11.71,14.14,0.59,8341.4,27-03-2015,978.62,-6.27,,0.96,7738.4,31-03-2016,854.93,-3.66,,0.88,9173.75,31-03-2017,1360.43,1.13,331.81,1.33,10113.7,28-03-2018,1047.74,-4.4,,1,11623.9,29-03-2019,1014.82,15.92,17.53,0.91,8597.75,31-03-2020,320.14,-21.91,,0.31,14690.7,31-03-2021,713.96,-4.76,,0.71,17464.75,31-03-2022,632.83,6.54,26.59,0.61,17359.75,31-03-2023,810.91,1.87,119.25,0.77
Kalyani Investment Co. Ltd.,5682.55,28-03-2013,1187.36,-10.38,,0.43,6704.2,31-03-2014,2075.27,41.03,11.59,0.7,8491,31-03-2015,9300.07,38.69,55.06,2.97,7738.4,31-03-2016,7421.02,60.16,28.26,2.19,9173.75,31-03-2017,7104.75,27.47,59.26,2.02,10113.7,28-03-2018,10380.04,87.99,27.02,2.72,11623.9,29-03-2019,6940.18,75.89,20.95,0.14,8597.75,31-03-2020,4171.05,99.72,9.58,0.22,14690.7,31-03-2021,6868.37,16.86,93.32,0.15,17464.75,31-03-2022,6908.1,59.61,26.55,0.13,17359.75,31-03-2023,7647.14,96.4,18.17,0.15
Kalyani Steels Ltd.,5682.55,28-03-2013,1571.51,6.76,5.33,0.45,6704.2,31-03-2014,2704.31,13.14,4.71,0.68,8491,31-03-2015,5871.34,18.98,7.09,1.23,7738.4,31-03-2016,7340.26,25.99,6.47,1.25,9173.75,31-03-2017,15774.03,35.74,10.11,2.25,10113.7,28-03-2018,12986.79,27.97,10.64,1.65,11623.9,29-03-2019,9372.31,25.02,8.58,1.1,8597.75,31-03-2020,5561.4,30.96,4.11,0.58,14690.7,31-03-2021,13910.05,41.72,7.64,1.21,17464.75,31-03-2022,12938.77,53.53,5.54,0.95,17359.75,31-03-2023,12868.92,37.98,7.76,0.86
Kamat Hotels (India) Ltd.,5682.55,28-03-2013,1369,-11.44,,0.58,6704.2,31-03-2014,1300.66,-100.07,,3.44,8491,31-03-2015,1462.21,-26.13,,,7738.4,31-03-2016,826.62,-21.48,,,9173.75,31-03-2017,790.07,4.52,7.4,,10113.7,28-03-2018,2017.62,4.83,17.71,,11623.9,29-03-2019,1163.87,9.6,5.14,,8597.75,31-03-2020,409.18,4.5,3.86,5.19,14690.7,31-03-2021,694.55,-13.7,,,17464.75,31-03-2022,1647.35,-9.87,,,17359.75,31-03-2023,3241.85,25.47,5.16,1.4
Kamdhenu Ltd.,5682.55,28-03-2013,562.77,1.88,12.76,0.65,6704.2,31-03-2014,490.23,2.8,7.48,0.52,8491,31-03-2015,967.59,3.46,11.96,0.97,7738.4,31-03-2016,1050.66,3.43,13.08,0.99,9173.75,31-03-2017,2074.41,3.44,25.77,1.81,10113.7,28-03-2018,5690.88,5.06,48.06,4.56,11623.9,29-03-2019,4435.2,7.63,22.02,2.57,8597.75,31-03-2020,1243.55,9.51,4.93,0.69,14690.7,31-03-2021,3750.77,9.2,15.14,1.93,17464.75,31-03-2022,6220.75,11.94,19.35,2.85,17359.75,31-03-2023,8434.85,15.17,20.64,5.06
Kamdhenu Ventures Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17359.75,31-03-2023,5521.78,-0.35,,6.08
Kanani Industries Ltd.,5682.55,28-03-2013,1711.56,-0.12,,4.24,6704.2,31-03-2014,905.25,0.01,646.6,2.25,8491,31-03-2015,796.42,0.02,468.48,1.97,7738.4,31-03-2016,1226.78,0.04,350.51,3.01,9173.75,31-03-2017,1508.74,0.04,397.04,3.67,10113.7,28-03-2018,826.1,0.03,317.73,1.99,11623.9,29-03-2019,539.19,0.08,71.89,1.28,8597.75,31-03-2020,123.67,0.06,20.27,0.29,14690.7,31-03-2021,405.63,0.04,92.19,0.94,17464.75,31-03-2022,2211.17,0.09,237.76,5.02,17359.75,31-03-2023,593.6,0.05,114.15,1.33
Kandagiri Spinning Mills Ltd.,5641.6,26-03-2013,218.25,8.6,6.59,0.9,6583.5,24-03-2014,200.74,10.57,4.93,0.71,8835.6,23-01-2015,270.22,3.69,19.03,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kandarp Digi Smart B P O Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17359.75,31-03-2023,152.54,1.14,14.96,0.9
Kanoria Chemicals & Inds. Ltd.,5682.55,28-03-2013,1396,3.25,9.82,0.3,6704.2,31-03-2014,1271.48,6.12,4.76,0.26,8491,31-03-2015,1793.61,3.66,11.2,0.37,7738.4,31-03-2016,2352.89,3.95,13.62,0.39,9173.75,31-03-2017,3049.79,6.23,11.2,0.5,10113.7,28-03-2018,2901.24,4.58,14.49,0.47,11623.9,29-03-2019,2726.46,1.79,34.87,0.45,8597.75,31-03-2020,1028.98,-0.16,,0.17,14690.7,31-03-2021,3978.28,-0.05,,0.65,17464.75,31-03-2022,5972.88,5.56,24.59,0.94,17359.75,31-03-2023,4655.52,1.36,78.51,0.73
Kanpur Plastipack Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14690.7,31-03-2021,2064.59,21.37,6.75,1.31,17464.75,31-03-2022,2599.62,12.37,9.79,1.45,17359.75,31-03-2023,1768.86,2.95,27.94,0.98
Kansai Nerolac Paints Ltd.,5682.55,28-03-2013,66535.03,37.64,32.8,5.44,6704.2,31-03-2014,63800.01,36.2,32.7,4.48,8491,31-03-2015,116433.61,4.82,44.85,7.29,7738.4,31-03-2016,151220.87,6.7,41.88,6.04,9173.75,31-03-2017,204061.95,9.31,40.68,7.27,10113.7,28-03-2018,272585.59,9.69,52.17,8.48,11623.9,29-03-2019,247094.69,8.86,51.75,7.36,8597.75,31-03-2020,208804.45,9.91,39.11,5.51,14690.7,31-03-2021,323917.7,9.77,61.52,7.94,17464.75,31-03-2022,252079.7,6.2,75.43,6.04,17359.75,31-03-2023,208454.15,8.88,43.54,4.52
Kapston Services Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11445.05,27-03-2019,804.28,7.45,12.41,2.73,8317.85,25-03-2020,770.95,9.55,7.96,1.82,14690.7,31-03-2021,983.97,6.33,15.33,1.93,17464.75,31-03-2022,1043.32,2.43,42.24,1.95,17359.75,31-03-2023,1383.14,5,27.28,2.36
Karma Energy Ltd.,5682.55,28-03-2013,124.38,3.09,3.47,0.26,6695.9,28-03-2014,121.48,1.41,7.45,0.25,8491,31-03-2015,267.84,-3.83,,0.62,7738.4,31-03-2016,212.31,-5.9,,0.51,9173.75,31-03-2017,502.13,1.5,28.86,0.91,10113.7,28-03-2018,358.67,-4.95,,0.68,11623.9,29-03-2019,194.95,-1.48,,0.28,8597.75,31-03-2020,128.43,-0.04,,0.28,14690.7,31-03-2021,158.51,-9.25,,0.49,17464.75,31-03-2022,373.13,-1.47,,1.24,17359.75,31-03-2023,397.43,1.26,27.22,1.03
Karnataka Bank Ltd.,5682.55,28-03-2013,24625.86,19.62,6.66,0.86,6704.2,31-03-2014,22091.35,16.17,7.25,0.72,8491,31-03-2015,23489.72,23.22,5.37,0.69,7738.4,31-03-2016,19345.01,22.08,4.65,0.52,9173.75,31-03-2017,39762.66,14.66,9.59,0.84,10113.7,28-03-2018,32471.62,14.64,7.85,0.65,11623.9,29-03-2019,37770.53,11.96,11.17,0.71,8597.75,31-03-2020,13072.07,13.91,3.02,0.24,14690.7,31-03-2021,18994.14,15.44,3.96,0.31,17464.75,31-03-2022,17254.04,16.37,3.39,0.26,17359.75,31-03-2023,42384.89,33.87,4.01,0.55
Karur K C P Packkagings Ltd.,5633.85,25-03-2013,246.37,-1.9,,0.15,6704.2,31-03-2014,227.25,-3.48,,0.14,8952.35,29-01-2015,728.44,-5.09,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karur Vysya Bank Ltd.,5682.55,28-03-2013,48274.37,47.37,9.51,1.56,6704.2,31-03-2014,40225.07,39.49,9.5,1.21,8491,31-03-2015,66154.34,37.44,14.53,1.56,7738.4,31-03-2016,53230.39,41.11,10.63,1.16,9173.75,31-03-2017,68244.09,9.35,11.98,1.36,10113.7,28-03-2018,72990.92,6.55,15.33,1.17,11623.9,29-03-2019,56990.87,1.89,37.71,0.89,8597.75,31-03-2020,16146.28,3.1,6.52,0.24,14690.7,31-03-2021,44442.23,4.2,13.25,0.64,17464.75,31-03-2022,37040.54,8.16,5.68,0.49,17359.75,31-03-2023,83734.38,12.91,8.09,0.98
Karuturi Global Ltd.,5682.55,28-03-2013,2469.67,0.19,16.34,0.29,6704.2,31-03-2014,1255.08,0.01,285.24,0.13,8491,31-03-2015,1255.08,-0.16,,0.13,7738.4,31-03-2016,2039.45,-0.13,,0.19,9173.75,31-03-2017,1871.91,0.01,113.45,0.12,10113.7,28-03-2018,3069.94,0.07,30.58,0.2,11623.9,29-03-2019,2321.17,-0.02,,,8597.75,31-03-2020,299.51,-0.01,,,14690.7,31-03-2021,374.38,,,,14310.8,12-04-2021,299.51,,,,,,,,,
